accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,excess_over_candidate_oracle,gate_margin_threshold,generated_candidates,heldout_seed,interaction_mode,loss,oracle_match_rate,policy,propagation_steps,regret_retriever_steps,retriever_steps,robust_gate_margin_threshold,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,set_evaluator_steps,test_evaluator_use_rate,test_mean_margin,test_robust_use_rate,test_samples,total_objects_n,train_conservative_loss,train_evaluator_loss,train_robust_loss,train_seed_count,train_static_learned_loss,validation_samples_per_seed
0.511111,4,0.955413,8,600,0.0,0.001108,4,17,pairwise,0.955413,1.0,generated_plus_composition_oracle,40,600,400,0.001108,17,0.355556,0.011111,0.1,0.466667,0.066667,0.077778,0.066667,0.077778,0.288889,0.166667,0.022222,0.011111,0.044444,600,1.0,0.925035,1.0,90,2048,0.955142,0.955142,0.955142,4,0.98719,180
0.533333,4,0.966301,8,600,0.036499,0.000993,4,19,pairwise,1.002799,0.0,static_learned_interaction,40,600,400,0.000993,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.977778,0.908534,0.977778,90,2048,0.955278,0.955278,0.955278,4,0.984641,180
0.544444,4,0.966301,8,600,0.033471,0.000993,4,19,pairwise,0.999772,0.166667,set_evaluator,40,600,400,0.000993,19,0.044444,0.022222,0.011111,0.077778,0.044444,0.2,0.044444,0.0,0.288889,0.466667,0.055556,0.022222,0.088889,600,0.977778,0.908534,0.977778,90,2048,0.955278,0.955278,0.955278,4,0.984641,180
0.544444,4,0.966301,8,600,0.033471,0.000993,4,19,pairwise,0.999772,0.166667,conservative_margin_gate,40,600,400,0.000993,19,0.044444,0.022222,0.011111,0.077778,0.044444,0.2,0.044444,0.0,0.288889,0.466667,0.055556,0.022222,0.088889,600,0.977778,0.908534,0.977778,90,2048,0.955278,0.955278,0.955278,4,0.984641,180
0.544444,4,0.966301,8,600,0.033471,0.000993,4,19,pairwise,0.999772,0.166667,robust_per_seed_margin_gate,40,600,400,0.000993,19,0.044444,0.022222,0.011111,0.077778,0.044444,0.2,0.044444,0.0,0.288889,0.466667,0.055556,0.022222,0.088889,600,0.977778,0.908534,0.977778,90,2048,0.955278,0.955278,0.955278,4,0.984641,180
0.644444,4,0.966301,8,600,0.0,0.000993,4,19,pairwise,0.966301,1.0,generated_plus_composition_oracle,40,600,400,0.000993,19,0.233333,0.066667,0.066667,0.366667,0.033333,0.211111,0.022222,0.044444,0.311111,0.233333,0.011111,0.0,0.077778,600,0.977778,0.908534,0.977778,90,2048,0.955278,0.955278,0.955278,4,0.984641,180
0.544444,4,0.951111,8,600,0.045024,0.004842,4,23,pairwise,0.996135,0.0,static_learned_interaction,40,600,400,0.004842,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,1.0,0.9817,1.0,90,2048,0.950052,0.950052,0.950052,4,0.974007,180
0.533333,4,0.951111,8,600,0.056197,0.004842,4,23,pairwise,1.007308,0.077778,set_evaluator,40,600,400,0.004842,23,0.155556,0.011111,0.055556,0.222222,0.011111,0.188889,0.044444,0.011111,0.255556,0.366667,0.055556,0.0,0.1,600,1.0,0.9817,1.0,90,2048,0.950052,0.950052,0.950052,4,0.974007,180
0.533333,4,0.951111,8,600,0.056197,0.004842,4,23,pairwise,1.007308,0.077778,conservative_margin_gate,40,600,400,0.004842,23,0.155556,0.011111,0.055556,0.222222,0.011111,0.188889,0.044444,0.011111,0.255556,0.366667,0.055556,0.0,0.1,600,1.0,0.9817,1.0,90,2048,0.950052,0.950052,0.950052,4,0.974007,180
0.533333,4,0.951111,8,600,0.056197,0.004842,4,23,pairwise,1.007308,0.077778,robust_per_seed_margin_gate,40,600,400,0.004842,23,0.155556,0.011111,0.055556,0.222222,0.011111,0.188889,0.044444,0.011111,0.255556,0.366667,0.055556,0.0,0.1,600,1.0,0.9817,1.0,90,2048,0.950052,0.950052,0.950052,4,0.974007,180
0.6,4,0.951111,8,600,0.0,0.004842,4,23,pairwise,0.951111,1.0,generated_plus_composition_oracle,40,600,400,0.004842,23,0.144444,0.022222,0.055556,0.222222,0.011111,0.233333,0.044444,0.011111,0.3,0.355556,0.0,0.0,0.122222,600,1.0,0.9817,1.0,90,2048,0.950052,0.950052,0.950052,4,0.974007,180
0.5,4,0.934236,16,600,0.037585,0.000659,4,11,pairwise,0.971821,0.011111,static_learned_interaction,40,600,400,0.000659,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,1.0,0.828486,1.0,90,2048,0.863935,0.863935,0.863935,4,0.912281,180
0.488889,4,0.934236,16,600,0.034954,0.000659,4,11,pairwise,0.96919,0.111111,set_evaluator,40,600,400,0.000659,11,0.055556,0.022222,0.022222,0.1,0.066667,0.222222,0.022222,0.011111,0.322222,0.311111,0.055556,0.0,0.211111,600,1.0,0.828486,1.0,90,2048,0.863935,0.863935,0.863935,4,0.912281,180
0.488889,4,0.934236,16,600,0.034954,0.000659,4,11,pairwise,0.96919,0.111111,conservative_margin_gate,40,600,400,0.000659,11,0.055556,0.022222,0.022222,0.1,0.066667,0.222222,0.022222,0.011111,0.322222,0.311111,0.055556,0.0,0.211111,600,1.0,0.828486,1.0,90,2048,0.863935,0.863935,0.863935,4,0.912281,180
0.488889,4,0.934236,16,600,0.034954,0.000659,4,11,pairwise,0.96919,0.111111,robust_per_seed_margin_gate,40,600,400,0.000659,11,0.055556,0.022222,0.022222,0.1,0.066667,0.222222,0.022222,0.011111,0.322222,0.311111,0.055556,0.0,0.211111,600,1.0,0.828486,1.0,90,2048,0.863935,0.863935,0.863935,4,0.912281,180
0.544444,4,0.934236,16,600,0.0,0.000659,4,11,pairwise,0.934236,1.0,generated_plus_composition_oracle,40,600,400,0.000659,11,0.322222,0.011111,0.066667,0.4,0.033333,0.166667,0.055556,0.044444,0.3,0.144444,0.011111,0.011111,0.133333,600,1.0,0.828486,1.0,90,2048,0.863935,0.863935,0.863935,4,0.912281,180
0.522222,4,0.887223,16,600,0.058605,0.008378,4,13,pairwise,0.945828,0.0,static_learned_interaction,40,600,400,0.008378,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,1.0,0.776017,1.0,90,2048,0.868191,0.868191,0.868191,4,0.909903,180
0.511111,4,0.887223,16,600,0.067303,0.008378,4,13,pairwise,0.954526,0.144444,set_evaluator,40,600,400,0.008378,13,0.088889,0.033333,0.033333,0.155556,0.044444,0.211111,0.1,0.0,0.355556,0.3,0.022222,0.0,0.166667,600,1.0,0.776017,1.0,90,2048,0.868191,0.868191,0.868191,4,0.909903,180
0.511111,4,0.887223,16,600,0.067303,0.008378,4,13,pairwise,0.954526,0.144444,conservative_margin_gate,40,600,400,0.008378,13,0.088889,0.033333,0.033333,0.155556,0.044444,0.211111,0.1,0.0,0.355556,0.3,0.022222,0.0,0.166667,600,1.0,0.776017,1.0,90,2048,0.868191,0.868191,0.868191,4,0.909903,180
0.511111,4,0.887223,16,600,0.067303,0.008378,4,13,pairwise,0.954526,0.144444,robust_per_seed_margin_gate,40,600,400,0.008378,13,0.088889,0.033333,0.033333,0.155556,0.044444,0.211111,0.1,0.0,0.355556,0.3,0.022222,0.0,0.166667,600,1.0,0.776017,1.0,90,2048,0.868191,0.868191,0.868191,4,0.909903,180
0.555556,4,0.887223,16,600,0.0,0.008378,4,13,pairwise,0.887223,1.0,generated_plus_composition_oracle,40,600,400,0.008378,13,0.288889,0.044444,0.022222,0.355556,0.033333,0.2,0.044444,0.011111,0.288889,0.177778,0.011111,0.0,0.166667,600,1.0,0.776017,1.0,90,2048,0.868191,0.868191,0.868191,4,0.909903,180
0.5,4,0.900963,16,600,0.031015,0.355917,4,17,pairwise,0.931978,0.0,static_learned_interaction,40,600,400,0.355917,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.7,0.859178,0.7,90,2048,0.863473,0.865081,0.863473,4,0.907513,180
0.477778,4,0.900963,16,600,0.03694,0.355917,4,17,pairwise,0.937902,0.155556,set_evaluator,40,600,400,0.355917,17,0.044444,0.011111,0.0,0.055556,0.055556,0.177778,0.033333,0.0,0.266667,0.533333,0.022222,0.0,0.122222,600,0.7,0.859178,0.7,90,2048,0.863473,0.865081,0.863473,4,0.907513,180
0.477778,4,0.900963,16,600,0.036458,0.355917,4,17,pairwise,0.937421,0.111111,conservative_margin_gate,40,600,400,0.355917,17,0.033333,0.011111,0.0,0.044444,0.033333,0.1,0.033333,0.0,0.166667,0.4,0.011111,0.3,0.077778,600,0.7,0.859178,0.7,90,2048,0.863473,0.865081,0.863473,4,0.907513,180
0.477778,4,0.900963,16,600,0.036458,0.355917,4,17,pairwise,0.937421,0.111111,robust_per_seed_margin_gate,40,600,400,0.355917,17,0.033333,0.011111,0.0,0.044444,0.033333,0.1,0.033333,0.0,0.166667,0.4,0.011111,0.3,0.077778,600,0.7,0.859178,0.7,90,2048,0.863473,0.865081,0.863473,4,0.907513,180
0.522222,4,0.900963,16,600,0.0,0.355917,4,17,pairwise,0.900963,1.0,generated_plus_composition_oracle,40,600,400,0.355917,17,0.233333,0.044444,0.022222,0.3,0.111111,0.122222,0.066667,0.088889,0.388889,0.2,0.011111,0.0,0.1,600,0.7,0.859178,0.7,90,2048,0.863473,0.865081,0.863473,4,0.907513,180
0.488889,4,0.929383,16,600,0.043568,0.011469,4,19,pairwise,0.972951,0.0,static_learned_interaction,40,600,400,0.011469,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,1.0,1.005385,1.0,90,2048,0.873047,0.873129,0.873047,4,0.923252,180
0.544444,4,0.929383,16,600,0.046086,0.011469,4,19,pairwise,0.975469,0.077778,set_evaluator,40,600,400,0.011469,19,0.122222,0.011111,0.066667,0.2,0.055556,0.166667,0.011111,0.011111,0.244444,0.4,0.011111,0.0,0.144444,600,1.0,1.005385,1.0,90,2048,0.873047,0.873129,0.873047,4,0.923252,180
0.544444,4,0.929383,16,600,0.046086,0.011469,4,19,pairwise,0.975469,0.077778,conservative_margin_gate,40,600,400,0.011469,19,0.122222,0.011111,0.066667,0.2,0.055556,0.166667,0.011111,0.011111,0.244444,0.4,0.011111,0.0,0.144444,600,1.0,1.005385,1.0,90,2048,0.873047,0.873129,0.873047,4,0.923252,180
0.544444,4,0.929383,16,600,0.046086,0.011469,4,19,pairwise,0.975469,0.077778,robust_per_seed_margin_gate,40,600,400,0.011469,19,0.122222,0.011111,0.066667,0.2,0.055556,0.166667,0.011111,0.011111,0.244444,0.4,0.011111,0.0,0.144444,600,1.0,1.005385,1.0,90,2048,0.873047,0.873129,0.873047,4,0.923252,180
0.611111,4,0.929383,16,600,0.0,0.011469,4,19,pairwise,0.929383,1.0,generated_plus_composition_oracle,40,600,400,0.011469,19,0.211111,0.022222,0.0,0.233333,0.077778,0.177778,0.088889,0.066667,0.411111,0.244444,0.0,0.0,0.111111,600,1.0,1.005385,1.0,90,2048,0.873047,0.873129,0.873047,4,0.923252,180
0.511111,4,0.875111,16,600,0.133225,0.002407,4,23,pairwise,1.008336,0.0,static_learned_interaction,40,600,400,0.002407,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.988889,0.900364,0.988889,90,2048,0.881451,0.881451,0.881451,4,0.920348,180
0.466667,4,0.875111,16,600,0.134954,0.002407,4,23,pairwise,1.010065,0.177778,set_evaluator,40,600,400,0.002407,23,0.055556,0.0,0.044444,0.1,0.066667,0.244444,0.044444,0.011111,0.366667,0.288889,0.022222,0.0,0.222222,600,0.988889,0.900364,0.988889,90,2048,0.881451,0.881451,0.881451,4,0.920348,180
0.466667,4,0.875111,16,600,0.134095,0.002407,4,23,pairwise,1.009205,0.177778,conservative_margin_gate,40,600,400,0.002407,23,0.055556,0.0,0.033333,0.088889,0.066667,0.244444,0.044444,0.011111,0.366667,0.288889,0.022222,0.011111,0.222222,600,0.988889,0.900364,0.988889,90,2048,0.881451,0.881451,0.881451,4,0.920348,180
0.466667,4,0.875111,16,600,0.134095,0.002407,4,23,pairwise,1.009205,0.177778,robust_per_seed_margin_gate,40,600,400,0.002407,23,0.055556,0.0,0.033333,0.088889,0.066667,0.244444,0.044444,0.011111,0.366667,0.288889,0.022222,0.011111,0.222222,600,0.988889,0.900364,0.988889,90,2048,0.881451,0.881451,0.881451,4,0.920348,180
0.666667,4,0.875111,16,600,0.0,0.002407,4,23,pairwise,0.875111,1.0,generated_plus_composition_oracle,40,600,400,0.002407,23,0.233333,0.033333,0.0,0.266667,0.022222,0.233333,0.088889,0.0,0.344444,0.222222,0.0,0.0,0.166667,600,0.988889,0.900364,0.988889,90,2048,0.881451,0.881451,0.881451,4,0.920348,180
0.466667,4,0.989982,32,600,0.034571,0.036127,4,11,pairwise,1.024553,0.011111,static_learned_interaction,40,600,400,0.036127,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,1.0,0.804091,1.0,90,2048,0.963047,0.963073,0.963047,4,0.985029,180
0.477778,4,0.989982,32,600,0.030942,0.036127,4,11,pairwise,1.020924,0.2,set_evaluator,40,600,400,0.036127,11,0.022222,0.022222,0.033333,0.077778,0.088889,0.266667,0.055556,0.0,0.411111,0.266667,0.055556,0.0,0.188889,600,1.0,0.804091,1.0,90,2048,0.963047,0.963073,0.963047,4,0.985029,180
0.477778,4,0.989982,32,600,0.030942,0.036127,4,11,pairwise,1.020924,0.2,conservative_margin_gate,40,600,400,0.036127,11,0.022222,0.022222,0.033333,0.077778,0.088889,0.266667,0.055556,0.0,0.411111,0.266667,0.055556,0.0,0.188889,600,1.0,0.804091,1.0,90,2048,0.963047,0.963073,0.963047,4,0.985029,180
0.477778,4,0.989982,32,600,0.030942,0.036127,4,11,pairwise,1.020924,0.2,robust_per_seed_margin_gate,40,600,400,0.036127,11,0.022222,0.022222,0.033333,0.077778,0.088889,0.266667,0.055556,0.0,0.411111,0.266667,0.055556,0.0,0.188889,600,1.0,0.804091,1.0,90,2048,0.963047,0.963073,0.963047,4,0.985029,180
0.522222,4,0.989982,32,600,0.0,0.036127,4,11,pairwise,0.989982,1.0,generated_plus_composition_oracle,40,600,400,0.036127,11,0.2,0.0,0.044444,0.244444,0.077778,0.277778,0.033333,0.055556,0.444444,0.166667,0.011111,0.011111,0.122222,600,1.0,0.804091,1.0,90,2048,0.963047,0.963073,0.963047,4,0.985029,180
0.466667,4,0.956907,32,600,0.032244,0.07645,4,13,pairwise,0.989151,0.0,static_learned_interaction,40,600,400,0.07645,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.977778,0.902385,0.977778,90,2048,0.964669,0.964794,0.964669,4,0.984442,180
0.488889,4,0.956907,32,600,0.028604,0.07645,4,13,pairwise,0.98551,0.155556,set_evaluator,40,600,400,0.07645,13,0.011111,0.0,0.055556,0.066667,0.044444,0.177778,0.077778,0.011111,0.311111,0.411111,0.022222,0.0,0.188889,600,0.977778,0.902385,0.977778,90,2048,0.964669,0.964794,0.964669,4,0.984442,180
0.488889,4,0.956907,32,600,0.028406,0.07645,4,13,pairwise,0.985312,0.155556,conservative_margin_gate,40,600,400,0.07645,13,0.011111,0.0,0.055556,0.066667,0.033333,0.177778,0.077778,0.011111,0.3,0.411111,0.022222,0.022222,0.177778,600,0.977778,0.902385,0.977778,90,2048,0.964669,0.964794,0.964669,4,0.984442,180
0.488889,4,0.956907,32,600,0.028406,0.07645,4,13,pairwise,0.985312,0.155556,robust_per_seed_margin_gate,40,600,400,0.07645,13,0.011111,0.0,0.055556,0.066667,0.033333,0.177778,0.077778,0.011111,0.3,0.411111,0.022222,0.022222,0.177778,600,0.977778,0.902385,0.977778,90,2048,0.964669,0.964794,0.964669,4,0.984442,180
0.566667,4,0.956907,32,600,0.0,0.07645,4,13,pairwise,0.956907,1.0,generated_plus_composition_oracle,40,600,400,0.07645,13,0.333333,0.055556,0.022222,0.411111,0.022222,0.2,0.077778,0.011111,0.311111,0.155556,0.0,0.0,0.122222,600,0.977778,0.902385,0.977778,90,2048,0.964669,0.964794,0.964669,4,0.984442,180
0.455556,4,0.986619,32,600,0.019391,0.076152,4,17,pairwise,1.00601,0.011111,static_learned_interaction,40,600,400,0.076152,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.944444,1.010872,0.944444,90,2048,0.956327,0.956345,0.956327,4,0.980855,180
0.488889,4,0.986619,32,600,0.019513,0.076152,4,17,pairwise,1.006132,0.177778,set_evaluator,40,600,400,0.076152,17,0.033333,0.022222,0.044444,0.1,0.044444,0.188889,0.022222,0.0,0.255556,0.5,0.033333,0.0,0.111111,600,0.944444,1.010872,0.944444,90,2048,0.956327,0.956345,0.956327,4,0.980855,180
0.488889,4,0.986619,32,600,0.018314,0.076152,4,17,pairwise,1.004933,0.177778,conservative_margin_gate,40,600,400,0.076152,17,0.033333,0.022222,0.044444,0.1,0.044444,0.166667,0.022222,0.0,0.233333,0.477778,0.033333,0.055556,0.1,600,0.944444,1.010872,0.944444,90,2048,0.956327,0.956345,0.956327,4,0.980855,180
0.488889,4,0.986619,32,600,0.018314,0.076152,4,17,pairwise,1.004933,0.177778,robust_per_seed_margin_gate,40,600,400,0.076152,17,0.033333,0.022222,0.044444,0.1,0.044444,0.166667,0.022222,0.0,0.233333,0.477778,0.033333,0.055556,0.1,600,0.944444,1.010872,0.944444,90,2048,0.956327,0.956345,0.956327,4,0.980855,180
0.544444,4,0.986619,32,600,0.0,0.076152,4,17,pairwise,0.986619,1.0,generated_plus_composition_oracle,40,600,400,0.076152,17,0.111111,0.011111,0.022222,0.144444,0.111111,0.133333,0.155556,0.088889,0.488889,0.222222,0.022222,0.011111,0.111111,600,0.944444,1.010872,0.944444,90,2048,0.956327,0.956345,0.956327,4,0.980855,180
0.5,4,0.962724,32,600,0.040094,0.009931,4,19,pairwise,1.002818,0.0,static_learned_interaction,40,600,400,0.009931,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.977778,0.774753,0.977778,90,2048,0.9618,0.961956,0.9618,4,0.985134,180
0.477778,4,0.962724,32,600,0.041643,0.009931,4,19,pairwise,1.004367,0.122222,set_evaluator,40,600,400,0.009931,19,0.033333,0.0,0.055556,0.088889,0.066667,0.177778,0.055556,0.011111,0.311111,0.433333,0.055556,0.011111,0.1,600,0.977778,0.774753,0.977778,90,2048,0.9618,0.961956,0.9618,4,0.985134,180
0.477778,4,0.962724,32,600,0.04034,0.009931,4,19,pairwise,1.003064,0.122222,conservative_margin_gate,40,600,400,0.009931,19,0.033333,0.0,0.055556,0.088889,0.066667,0.177778,0.055556,0.011111,0.311111,0.422222,0.055556,0.022222,0.1,600,0.977778,0.774753,0.977778,90,2048,0.9618,0.961956,0.9618,4,0.985134,180
0.477778,4,0.962724,32,600,0.04034,0.009931,4,19,pairwise,1.003064,0.122222,robust_per_seed_margin_gate,40,600,400,0.009931,19,0.033333,0.0,0.055556,0.088889,0.066667,0.177778,0.055556,0.011111,0.311111,0.422222,0.055556,0.022222,0.1,600,0.977778,0.774753,0.977778,90,2048,0.9618,0.961956,0.9618,4,0.985134,180
0.566667,4,0.962724,32,600,0.0,0.009931,4,19,pairwise,0.962724,1.0,generated_plus_composition_oracle,40,600,400,0.009931,19,0.244444,0.022222,0.033333,0.3,0.066667,0.3,0.044444,0.033333,0.444444,0.155556,0.011111,0.0,0.088889,600,0.977778,0.774753,0.977778,90,2048,0.9618,0.961956,0.9618,4,0.985134,180
0.488889,4,0.946024,32,600,0.051916,0.030118,4,23,pairwise,0.997941,0.0,static_learned_interaction,40,600,400,0.030118,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,600,0.933333,0.732401,0.933333,90,2048,0.96428,0.964656,0.96428,4,0.980167,180
0.622222,4,0.946024,32,600,0.045077,0.030118,4,23,pairwise,0.991101,0.155556,set_evaluator,40,600,400,0.030118,23,0.077778,0.022222,0.011111,0.111111,0.033333,0.255556,0.133333,0.0,0.422222,0.388889,0.022222,0.0,0.055556,600,0.933333,0.732401,0.933333,90,2048,0.96428,0.964656,0.96428,4,0.980167,180
0.611111,4,0.946024,32,600,0.045458,0.030118,4,23,pairwise,0.991483,0.144444,conservative_margin_gate,40,600,400,0.030118,23,0.077778,0.022222,0.011111,0.111111,0.033333,0.233333,0.111111,0.0,0.377778,0.366667,0.022222,0.066667,0.055556,600,0.933333,0.732401,0.933333,90,2048,0.96428,0.964656,0.96428,4,0.980167,180
0.611111,4,0.946024,32,600,0.045458,0.030118,4,23,pairwise,0.991483,0.144444,robust_per_seed_margin_gate,40,600,400,0.030118,23,0.077778,0.022222,0.011111,0.111111,0.033333,0.233333,0.111111,0.0,0.377778,0.366667,0.022222,0.066667,0.055556,600,0.933333,0.732401,0.933333,90,2048,0.96428,0.964656,0.96428,4,0.980167,180
0.7,4,0.946024,32,600,0.0,0.030118,4,23,pairwise,0.946024,1.0,generated_plus_composition_oracle,40,600,400,0.030118,23,0.3,0.0,0.011111,0.311111,0.033333,0.288889,0.044444,0.033333,0.4,0.144444,0.0,0.0,0.144444,600,0.933333,0.732401,0.933333,90,2048,0.96428,0.964656,0.96428,4,0.980167,180
